# FIELD MAP


debugMode = true

-DEFINE HOGE PIYO

LOAD_SCRIPT{
	@std_BgmChange("005_空想の世界")
}




EVENT{
	32, 30= @std_ChangeMapNoSound("M002", "6", "17", "NORTH", "M002")
	
}


MINIMAP_LABEL{
	47,6=町A
	35,33=町B
}


BACK_LAYER{
	image = data/field/chipset/seaChip16.png
	cutW=16
	cutH=16
	frame=32
	drawSize=1f
	attr = SEA
	#traceMove = true #default
}


NOMAL_LAYER{ #0
	chipSet= data/field/chipset/Outer16.txt
	drawSize=1f
	
	DATA==
	000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000
	000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,002004,002002,002002,002002,002005,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000
	000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,002004,002002,002002,008004,002002,002003,010000,011000,027000,001001,000000,000000,000000,002004,002002,002002,002002,002002,002002,002002,002002,002005,000000,000000,000000,000000,002004,002002,002002,002002,002002,002005,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000
	000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,002004,002002,002003,010000,011000,014003,010006,010000,011000,010000,010000,001001,000000,000000,000000,001003,010006,010000,010006,011000,010000,010004,010007,002001,002005,000000,000000,000000,001003,012000,012000,011004,010000,002001,008004,002002,002005,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,002004,002002,002002,002002,002005,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000
	000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,002004,002003,010000,010000,012004,012004,018003,012004,012004,012004,010000,000001,003005,000000,000000,000000,001003,012004,012004,012004,012004,012004,010007,012000,012000,001001,000000,000000,000000,001003,012000,012000,012000,011004,010000,016003,010000,002001,002005,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,001003,010004,010000,027000,001001,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000
	000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,001003,010007,011000,011000,012004,012004,008012,012004,012004,012004,000001,003005,002004,000007,000007,008004,002003,012004,012004,012004,012004,012004,012000,012000,012000,002001,002005,000000,002004,002003,012000,012000,012000,010006,010000,014003,010000,010000,001001,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,002004,002003,011000,010001,026000,001001,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000
	000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,002004,002003,010007,010007,010006,012004,012004,018003,012004,012004,012004,002001,008004,002003,027001,026000,018003,012004,012004,012004,012004,012004,010007,012000,012000,012000,012000,001001,000000,001003,012000,012000,012000,012000,010006,010004,014003,011004,010001,001001,000000,000000,000000,000000,000000,000000,000000,000000,000000,002004,002003,010000,010001,026000,026000,000006,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000
	000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,001003,012000,012000,016000,017003,017003,017003,018002,012004,012004,012004,012004,014003,026000,009012,026000,014003,012004,012004,012004,012004,012004,012000,012000,012000,012000,012001,001001,000000,001003,012000,012000,012000,012000,011004,010000,014003,011000,011000,002001,002005,000000,000000,000000,000000,000000,000000,000000,000000,001003,016004,015007,013007,015006,000001,003005,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000
	000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,001003,012000,012000,012000,012000,012004,012004,012004,012004,012004,012004,012004,018003,026000,009012,026000,008012,012004,012004,012004,012004,010006,012000,012000,012000,012000,012001,001001,002004,002003,012001,012000,012000,012000,010004,010001,015000,013003,013002,011004,002001,002005,000000,000000,002004,002002,002005,000000,000000,001003,014007,010001,011004,000001,003005,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000
	000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,002004,002002,002003,012000,012001,012000,012000,012004,012004,012004,012004,012004,012004,012004,014003,016007,012004,012004,014003,012004,012004,012004,012004,012000,012000,012000,012000,012001,012001,001014,002003,012001,012001,012001,012000,012000,010001,016000,013003,016000,021002,010004,011000,002001,008004,002002,002003,010001,002001,002002,002005,001003,016007,010001,000001,003005,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000
	000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,002004,002002,002003,012000,012000,012000,012001,012000,012000,012004,012004,012004,012004,012004,012004,012004,016003,014007,012004,012004,014003,012004,012004,012004,012004,012000,012000,012000,012001,012001,012000,003000,012000,012000,012001,012000,012000,012000,010006,014003,011004,001000,010004,010000,011000,010004,015000,013003,013002,010004,010000,010000,001001,001003,014007,010004,001001,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000
	000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,002004,002002,002002,002003,012000,012000,012000,012000,012000,012000,012000,010007,010006,016004,013007,013007,017007,015007,013007,008012,014006,012004,012004,021000,017003,017003,015003,019002,012000,012000,012001,012001,012000,012000,012000,012000,012000,012000,012000,012000,010001,011004,014003,010004,003000,010000,010004,010004,010001,010000,011000,014003,012004,012004,012004,001001,001003,014007,000001,003005,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000
	000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,002004,002002,002002,002003,012000,012000,012000,012001,012000,012000,012000,012000,012000,025003,017007,017007,021006,010006,016000,017003,017003,017003,018002,014007,012004,012004,012004,012004,012004,012004,021000,012000,012000,012000,012000,012000,012000,012000,012000,012000,012000,012000,011004,010001,010000,015000,013003,013002,011000,011004,010001,010001,010004,010000,014003,012004,012004,012004,002001,001008,011011,000008,002002,002005,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000
	000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,002004,002002,002005,000000,000000,000000,000000,000000,000000,002004,002002,002002,002003,012000,012000,012000,012000,012001,012001,012000,012000,010007,016004,017007,015007,021006,012000,012000,012000,017003,018002,012004,012004,012004,025003,017004,013007,017007,013007,015007,017007,013007,013007,025002,015007,017007,013006,010007,011004,011004,012000,012000,012000,025000,010001,010004,001002,016000,013003,021002,011000,010001,010001,010001,010000,011004,014003,012004,012004,012004,011000,002001,011011,002003,010004,001001,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,002004,002002,002002,002002,002002,002005,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000
	000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,002004,002003,010000,001001,000000,000000,000000,000000,002004,002002,002003,012000,012000,012000,012000,012001,012001,012000,012000,012000,012000,012004,012004,018007,011006,010007,012000,012000,012001,012000,012000,010007,012004,012004,012004,010006,018007,012004,012004,012004,012004,010004,012000,012000,012000,012000,011004,021004,015007,017007,019006,012000,012000,012000,010006,010000,012004,012004,014003,010000,012004,012004,012004,010001,010001,001000,016000,021002,011000,010000,016004,013007,013007,021006,010001,010000,001001,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,001003,012000,012000,012000,012000,001001,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000
	000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,002004,002003,010000,010000,001001,000000,000000,000000,002004,002003,012000,012000,012000,012000,012001,012001,012001,012000,012000,011006,010007,011000,012004,012004,016007,012004,012004,012004,012000,012001,012000,012000,010007,011006,019004,017007,017007,018006,012004,012004,012004,012004,012000,012000,012000,012000,012000,012000,010004,011004,010004,018007,010007,011004,010001,011004,011004,012004,012004,014003,010004,012004,012004,012004,010000,010001,003000,014003,010004,011000,013004,018006,012000,012004,012004,012004,010000,001001,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,001003,010000,012000,012000,012000,002001,002005,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000
	000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,002004,002003,010000,010000,011000,002001,002005,000000,002004,002003,012000,012000,012001,012001,012001,012001,012000,012000,011006,010007,010000,010007,010007,012004,012004,016007,012004,012004,012004,012000,012001,012000,012000,010007,011006,018007,011006,010007,010007,010007,010006,010006,012000,012000,012000,012000,012001,012000,012000,012000,011004,010004,018007,010004,012004,012004,010000,010000,012004,012004,014003,010004,012004,012004,012004,010004,016000,013003,021002,025003,013004,021006,012000,012000,012004,012004,012004,010004,002001,002005,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,001003,011004,011004,025000,012000,012000,001001,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000
	000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,001003,010000,011000,010004,010004,010000,001001,002004,002003,012000,012001,012001,012000,012000,012000,012000,000001,000002,000002,000003,010006,010006,010006,012004,012004,018007,012004,012004,012004,012000,012001,012001,012000,010007,010007,018007,011006,010007,010007,010007,012000,012000,012000,012000,012000,012001,012001,012001,012000,012000,012000,011006,018007,011000,012004,012004,016000,013003,017003,017003,021001,013002,012004,012004,012004,010004,014003,011004,013004,013007,021006,012000,012000,012000,012004,012004,012004,010001,010001,001001,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,003004,000003,011004,010007,012000,000001,003005,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000
	000000,000000,000000,000000,000000,000000,000000,000000,002004,002002,003010,000011,010000,010006,011000,010000,002001,002003,012000,012000,012000,012000,012000,011006,010007,010007,002001,002005,000000,008005,013003,017003,016002,010007,010006,018007,012004,012004,012004,012000,012000,012001,012000,010007,019004,021006,011006,010007,010007,010007,012000,012000,012000,012001,012001,012001,012000,012001,012001,012000,012000,011004,021004,013007,013007,015007,008012,026000,026000,016005,013007,008012,013007,013007,015007,013007,008012,013007,021006,012000,012000,012000,012000,025000,010004,010001,010001,010004,010001,001001,002004,002002,002005,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,003004,000003,010004,010000,001001,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000
	000000,000000,000000,000000,000000,000000,000000,000000,001003,027000,010000,002000,010004,010001,010000,011006,010007,012000,012001,012001,012000,011006,018003,010006,010004,011004,010007,002001,002002,002003,010007,010007,021000,017003,019002,014007,012004,012004,012004,010006,012000,012000,012001,011006,018007,010007,010007,010007,012000,012000,012000,012001,012001,012001,012000,012000,012000,012000,012001,012001,012000,012000,011004,011004,012004,012004,018003,010004,011000,018007,010004,015000,013002,011006,012004,012004,014003,011000,012000,012000,012000,012000,012000,010004,010004,010007,010007,011004,010001,002001,002003,012000,001001,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,003004,001007,000002,003005,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000
	000000,000000,000000,000000,000000,000000,000000,002004,003010,000011,010000,000012,003003,011000,011006,010007,012000,012001,012001,010007,010007,011006,016003,010004,010007,011000,010007,012000,012000,012000,011006,010007,010007,010007,018003,014007,012004,012004,012004,011006,012000,012000,012001,011007,016007,011007,012000,012000,012000,012000,012001,012001,012000,012000,012000,012000,012000,012000,012000,012001,012000,012000,011004,010001,012004,012004,016003,010000,011000,016007,010000,016000,021002,010001,012004,012004,015000,013002,011004,012000,012000,012000,012000,012000,011004,010007,010007,011004,010004,011006,011006,012000,002001,002005,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000
	000000,000000,000000,000000,000000,000000,002004,002003,010000,002014,000002,002013,010000,010006,010007,012000,012001,012001,012000,010007,011006,011006,021000,016002,010000,010004,011000,010007,012000,012000,012000,016004,017007,017007,008012,021006,012004,012004,012004,010006,012000,012001,012001,012000,018007,012000,012000,012000,012000,012001,012001,012000,011004,011007,011004,011007,012000,012000,012000,012001,012001,012000,011006,010000,012004,012004,018003,010004,001000,018007,010001,014003,003001,003003,010000,011004,011000,014003,011004,012000,012000,012000,012000,012000,012000,012000,012000,011004,010007,011004,012000,012000,012000,001001,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000
	000000,000000,000000,000000,000000,000000,000005,026001,026001,002001,000009,002003,010000,011006,012000,012000,012001,012000,011006,011006,012004,012004,012004,016003,012004,012004,012004,012004,012000,012000,012000,018007,012000,010007,016003,010007,012004,012004,012004,001000,012000,012001,012000,012000,025001,012000,012000,010007,011006,010007,010007,011007,011007,010006,010006,010006,025000,012000,012000,012000,012001,012000,000001,000002,000002,000002,001004,000002,002013,021004,019006,015000,013003,013002,011000,011000,010001,014003,010004,011004,011004,012000,012000,012000,012000,012000,012000,012000,012000,012000,012000,012000,012000,001001,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000
	000000,000000,000000,000000,000000,000000,000005,026001,010001,010001,003000,010000,010001,010007,012000,012001,012000,010007,010007,010007,012004,012004,012004,018003,012004,012004,012004,012004,012000,012000,026001,026001,012000,011006,018003,010007,012004,012004,012004,002000,012000,012001,012000,012000,018007,010007,011006,025003,000001,000003,010007,011006,011007,011007,011007,010006,000001,000003,012000,012000,003001,002011,000008,002002,002005,000000,000000,000000,003004,000003,018004,016006,010000,015000,013002,010005,016000,021002,010001,010000,010004,010007,011004,011004,011004,012000,012000,012000,012000,012000,012000,012000,000001,003005,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000
